id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr
ACHIEV_POISONED_BLIGHT_DESC;Have more than 5 poison skills active in total (poison nova and poison shot counts).;Habe insgesamt mehr als 5 Giftfertigkeiten aktiv (Giftnova und Giftschuss zählen).;Avoir plus de 5 compétences de poison actives au total (poison nova et poison shot comptent).;Avere più di 5 abilità di veleno attive in totale (contano anche poison nova e poison shot).;Ten más de 5 habilidades de veneno activas en total (nova de veneno y disparo de veneno cuentan).;总共激活 5 个以上的毒药技能（毒新星和毒射击也算）。;毒スキルを合計5つ以上使用する（毒新星と毒ショットはカウントされる）;총 5개 이상의 독 스킬을 사용해야 합니다(독 노바 및 독 사격 횟수).;Ter mais de 5 habilidades de veneno activas no total (conta a nova venenosa e o tiro venenoso).;Posiadać więcej niż 5 aktywnych umiejętności trucizny (liczy się trucizna nova i trujący strzał).;Всего у вас активировано более 5 ядовитых умений (считаются poison nova и poison shot).;Toplamda 5'ten fazla zehir becerisinin aktif olması (poison nova ve poison shot sayılır).
;;;;;;;;;;;;
ACHIEV_DARK_STAFF_DESC;Complete wave 20 with only one projectile;Schließe Wave 20 mit nur einem Projektil ab.;Terminer la vague 20 avec un seul projectile;Completa l'ondata 20 con un solo proiettile;Completa la oleada 20 con un solo proyectil;只用一个投射物完成第20波;WAVE20を1つの弾丸だけでクリアした;투사체 하나만 사용하여 20번 웨이브 완료;Onda 20 completa com apenas um projéctil;Ukończ falę 20, używając tylko jednego pocisku;Пройдите волну 20, используя только один снаряд;20. dalgayı sadece bir mermi ile tamamlayın
ACHIEV_ICE_STAFF_DESC;Complete wave 20 with Dark Staff equipped;Schließe Wave 20 mit Dunkler Stab ausgerüstet ab.;Terminer la vague 20 avec le bâton noir équipé;Completare l'ondata 20 con il bastone scuro;Completa la oleada 20 con el báculo oscuro equipado;装备黑暗法杖时完成第20波攻击;ダークスタッフ装備でwave20をクリア;어둠의 지팡이를 장착하고 20번 웨이브 완료;Onda 20 completa com pessoal das trevas equipado;Ukończ falę 20 z wyposażonym Mrocznym Sztabem;Завершите волну 20 с экипированным Темным посохом;20. dalgayı Karanlık Asa kuşanarak tamamlayın
ACHIEV_BOW_DESC;Reach 8 projectiles per attack;Erreiche 8 Geschosse pro Angriff.;Atteindre 8 projectiles par attaque;Raggiungere 8 proiettili per attacco;Alcanza 8 proyectiles por ataque;每次攻击达到8个弹丸;1回の攻撃で8発の弾丸を発射する;공격당 투사체 8개 달성;Atingir 8 projécteis por ataque;Zasięg 8 pocisków na atak;Достичь 8 снарядов за атаку;Saldırı başına 8 mermiye ulaşın
ACHIEV_FOCUS_DESC;Have 3 Exploding Projectiles skills active;Aktiviere 3 Explodierende Geschosse-Skills.;Avoir 3 compétences Projectiles explosifs actives.;Avere 3 abilità Proiettili Esplosivi attive;Tener activas 3 habilidades de proyectiles explosivos;激活3个爆炸弹技能;爆発する弾丸のスキルを3つ持っている;폭발 투사체 기술 3개 활성화;Ter 3 Projécteis Explosivos activos;Aktywne 3 umiejętności eksplodujących pocisków;"У вас активны 3 навыка ""Взрывные снаряды";3 Patlayan Mermi becerisinin etkin olması
ACHIEV_PHOENIX_STAFF_DESC;Have 3 Burning Projectiles skills active;Aktiviere 3 Brennende Geschosse-Skills.;Avoir 3 compétences Projectiles brûlants actives;Avere 3 abilità Proiettili infuocati attive;Tener activas 3 habilidades de proyectiles en llamas;拥有3个燃烧弹技能;バーニング・プロジェクタイル・スキルを3つ使用する;불타는 투사체 기술 3개 활성화;Ter 3 Projécteis em combustão activos;Aktywne 3 umiejętności płonących pocisków;"У вас активны 3 навыка ""Горящие снаряды";3 Yanan Mermi becerisinin etkin olması
ACHIEV_THROWING_AXE_DESC;Complete wave 12 on any map;Schließe Wave 12 auf einer beliebigen Map ab.;Terminer la vague 12 sur n'importe quelle carte;Completare l'ondata 12 in qualsiasi mappa;Completa la oleada 12 en cualquier mapa;在任何地图上完成第12波攻击;どのマップでもwave 12をクリア;모든 지도에서 12번 웨이브 완료;Onda 12 completa em qualquer mapa;Ukończ falę 12 na dowolnej mapie;Завершите 12-ю волну на любой карте;Herhangi bir haritada 12. dalgayı tamamlayın
ACHIEV_THROWING_SPEAR_DESC;Complete wave 15 with a bow equipped;Schließe Wave 15 mit Bogen ausgerüstet ab.;Termine la vague 15 avec un arc équipé;Completare l'ondata 15 con un arco equipaggiato;Completa la oleada 15 con un arco equipado;装备有弓箭的情况下完成第15波;弓を装備してwave 15をクリア;활을 장착하고 15 웨이브 완료;Onda 15 completa com uma proa equipada;Ukończ falę 15 z wyposażonym dziobem;Завершите волну 15 с луком, оснащенным;15. dalgayı yay donanımlı olarak tamamlayın
ACHIEV_EMERALD_STAFF_DESC;Have 5 companion skills active;Aktiviere 5 Gefährten-Skills.;Avoir 5 compétences de compagnon actives;Avere 5 abilità compagno attive;Tener activas 5 habilidades de compañero;拥有5个激活的同伴技能;コンパニオンスキルを5つ持っている;동반자 기술 5개 활성화;Ter 5 competências companheiras activas;Aktywnych 5 umiejętności towarzysza;У вас активны 5 навыков компаньона;5 refakatçi becerisinin aktif olması
ACHIEV_LIGHTNING_STAFF_DESC;Have 3 Scattering Projectiles skills active;Aktiviere 3 Streuende Geschosse-Skills.;Avoir 3 compétences de Projectiles de dispersion actives;Avere 3 abilità di dispersione dei proiettili attive;Tener activas 3 habilidades de dispersión de proyectiles;"激活 3 个 ""散射弹丸 ""技能";散弾スキルを3つ使用する;산란 투사체 스킬 3개 활성화;Ter 3 habilidades de Projéteis Dispersores activas;Aktywne 3 umiejętności rozpraszania pocisków;"У вас активны 3 навыка ""Рассеивающие снаряды";3 Saçılan Mermiler becerisinin etkin olması
ACHIEV_ICE_FOCUS_DESC;Complete wave 20 with Focus equipped;Schließe Wave 20 mit Focus ausgerüstet ab.;Terminez la vague 20 avec un Focus équipé;Completare l'ondata 20 con Focus equipaggiato;Completa la oleada 20 con un foco equipado;装备了焦点的情况下完成第20波;フォーカスを装備してwave 20をクリア;집중력을 장착하고 20 웨이브 완료;Onda 20 completa com Focus equipada;Ukończ falę 20 z Focusem na wyposażeniu;"Завершите волну 20 с экипировкой ""Фокус";Odak donanımlı olarak 20. dalgayı tamamlayın
ACHIEV_SLINGSHOT_DESC;Complete wave 20 with Throwing Axe equipped;Schließe Wave 20 mit Wurfaxt ausgerüstet ab.;Terminez la vague 20 avec une hache jetable équipée.;Completare l'ondata 20 con l'Ascia da lancio equipaggiata;Completa la oleada 20 con un hacha arrojadiza equipada.;装备投掷斧的情况下完成第20波攻击;Throwing Axeを装備してwave 20をクリアする;던지는 도끼를 장착하고 20 웨이브 완료;Onda 20 completa com Machado de Atirar equipado;Ukończ falę 20 z toporem do rzucania na wyposażeniu.;Завершите волну 20 с метательным топором;20. dalgayı Fırlatma Baltası kuşanarak tamamlayın
ACHIEV_UNSTABLE_POTION_DESC;Have 3 Poison Shot skills active;Aktiviere 3 Giftschuss-Skills.;Avoir 3 compétences de tir empoisonné actives;Avere 3 abilità Colpo velenoso attive;Tener activas 3 habilidades de Disparo venenoso;具备3个毒药射击技能;ポイズンショットスキルを3つ持っている;독 사격 기술 3개 활성화;Ter 3 habilidades de tiro com veneno activas;Aktywne 3 umiejętności Trującego strzału;"У вас активны 3 навыка ""Ядовитый выстрел";3 Zehirli Atış becerisinin aktif olması
ACHIEV_CINNAMON_STAR_DESC;Reach level 20 with magic shield equipped.;Erreiche Level 15 mit Magisches Schild ausgerüstet.;Atteindre le niveau 15 avec un bouclier magique équipé.;Raggiungi il livello 15 con lo scudo magico.;Alcanza el nivel 15 con un escudo mágico equipado.;达到15级并装备了魔法盾牌。;マジックシールドを装備してレベル20に到達する;마법 보호막을 장착하고 20레벨 달성.;Atingir o nível 20 com escudo mágico equipado.;Osiągnij poziom 20 z wyposażoną magiczną tarczą.;Достигните 20-го уровня с экипированным магическим щитом.;Sihirli kalkan kuşanarak 20. seviyeye ulaş.
ACHIEV_DAROKIN_STAFF_DESC;Defeat the endboss in the Swamps on difficulty tier 3 with Darokin.;Besiege den Endboss in den Sümpfen auf Schwierigkeitsstufe 3 mit Darokin.;Vaincre le boss de fin dans les marais en difficulté 3 avec Darokin.;Sconfiggi l'endboss nelle Paludi al livello di difficoltà 3 con Darokin.;Derrota al jefe final de los Pantanos en nivel de dificultad 3 con Darokin.;在难度为3级的沼泽地中，与达罗金一起击败最后的BOSS。;沼地のエンドボスを難易度Tier3でDarokinと一緒に倒す。;다로킨과 함께 난이도 3에서 늪지대의 최종 보스를 처치하십시오.;Derrotar o endboss nos pântanos no nível de dificuldade 3 com Darokin.;Pokonaj końcowego bossa na Bagnach na poziomie trudności 3 z Darokinem.;Победите эндбосса в Болотах на 3-м уровне сложности с Дарокином.;Bataklıklar'daki son patronu Darokin ile 3. zorluk seviyesinde yen.
ACHIEV_BLAZEBOLT_DESC;Defeat the endboss in the Aureate Dome map on Tier 2 or higher;Besiege den Endboss auf der Map Goldene Kuppel auf Stufe 2 oder höher.;Vaincre le boss de fin de la carte Dôme d'Aureate au niveau 2 ou supérieur.;Sconfiggi l'endboss nella mappa Cupola Aureata al livello 2 o superiore.;Derrota al jefe final en el mapa Aureate Dome en nivel 2 o superior.;以 2 级或更高标准击败奥瑞特穹顶地图的终结者;Aureate DomeマップのエンドボスをTier 2以上で倒す;티어 2 이상 아우레트 돔 맵에서 최종 보스 처치하기;Derrotar o endboss no mapa Aureate Dome no Tier 2 ou superior;Pokonaj bossa końcowego na mapie Kopuła Aureaty na poziomie 2 lub wyższym.;"Победите эндбосса на карте ""Купол Ауреаты"" на уровне 2 или выше";Aureate Dome haritasındaki endboss'u Seviye 2 veya daha yüksek bir seviyede yenin
ACHIEV_WOODWEAVER_DESC;Defeat the endboss in the Forests map on Tier 3 or higher with the Elder Club weapon equipped;Besiege den Endboss in den Wäldern auf der Map Stufe 3 oder höher mit Elder Club ausgerüstet.;Vaincre le boss de fin dans les forêts au niveau 3 ou plus de la carte avec l'arme Club des anciens équipée.;Sconfiggere l'endboss nelle Foreste al livello di mappa 3 o superiore con l'arma Elder Club equipaggiata;Derrota al jefe final de los bosques en el mapa de nivel 3 o superior con el arma garrote de anciano equipada.;在地图等级为 3 或更高时，使用长老俱乐部武器击败森林中的终结者;マップTier 3以上の森林にいるエンドボスをElder Club武器を装備して倒す;지도 티어 3 이상 숲에서 장로 클럽 무기를 장착한 채로 최종 우두머리를 처치하십시오.;Derrote o endboss nas Florestas no Nível 3 do Mapa ou superior com a arma Clube do Ancião equipada;Pokonaj bossa końcowego na mapie Lasy na poziomie 3 lub wyższym z bronią Starszy Klub.;"Победите конечного босса на карте ""Леса"" на уровне 3 или выше с оружием ""Бузинная дубина"".";Elder Club silahı kuşanarak 3. Seviye veya daha yüksek bir seviyede Orman haritasındaki son düşmanı yen
ACHIEV_GRIMM_REBOUND_DESC;Reach more than 80 projectile damage.;Erreiche mehr als 80 Projektilschaden.;Atteint plus de 80 dégâts de projectiles.;Raggiunge più di 80 danni da proiettile.;Alcanza más de 80 de daño de proyectil.;达到 80 以上的射弹伤害。;投擲ダメージが80を超える。;투사체 피해 80회 이상 달성.;Atinge mais de 80 de dano de projétil.;Zadaj ponad 80 obrażeń od pocisków.;Достигните более 80 единиц урона от снарядов.;80'den fazla mermi hasarına ulaşın.
ACHIEV_ECHO_BALLISTA_DESC;Complete a run with the Grimm Rebounce range weapon.;Beende einen Run mit der Fernkampfwaffe Grimmender Rückstoß;Terminez une course avec l'arme de portée Grimm Rebounce.;Completa una corsa con l'arma a distanza Grimm Rebounce.;Completa una carrera con el arma de alcance Grimm Rebounce.;使用格林反弹范围武器完成一次奔跑。;グリム・リバウンス・レンジ・ウェポンで完走する。;그림 리바운드 사거리 무기로 달리기를 완료하세요.;Completa uma corrida com a arma de alcance Grimm Rebounce.;Ukończ bieg z bronią dystansową Grimm Rebounce.;Выполните задание с оружием дальнего боя Grimm Rebounce.;Grimm Rebounce menzil silahı ile bir koşuyu tamamlayın.
ACHIEV_BUZZKEEPER_DESC;Complete a run with the Dark Wanderer and reach over 100 companion damage.;Schließe einen Run mit dem Dunklen Wanderer ab und erreiche über 100 Gefährtenschaden.;Terminez une course avec le Vagabond sombre et atteignez plus de 100 dégâts de compagnon.;Completa una corsa con l'Errante Oscuro e supera i 100 danni del compagno.;Completa una carrera con el Errante Oscuro y supera los 100 puntos de daño de compañero.;使用黑暗流浪者完成一次奔跑，同伴伤害超过 100。;ダーク・ワンダラーで完走し、仲間へのダメージが100を超える。;어둠의 방랑자와 함께 달리기를 완료하고 동료 공격력 100 이상을 달성하세요.;Completa uma sessão com o Errante Sombrio e atinge mais de 100 de dano de companheiro.;Ukończ bieg Mrocznym Wędrowcem i zadaj ponad 100 obrażeń towarzyszom.;Завершите задание с Темным странником и получите более 100 единиц урона от компаньона.;Karanlık Gezgin ile bir koşuyu tamamlayın ve 100'ün üzerinde yoldaş hasarına ulaşın.
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
ACHIEV_SKILL_RANGE_BLEEDING_BURST_DESC;Have more than 4 bleeding blades or bleeding swirl skills active.;"Mehr als 4 Fertigkeiten ""Blutende Klingen"" oder ""Blutende Wirbel"" aktiv haben.";Avoir plus de 4 compétences de lames saignantes ou de tourbillon saignant actives.;Avere più di 4 abilità Lame sanguinanti o Vortice sanguinante attive.;Tener activas más de 4 habilidades de cuchillas sangrantes o remolino sangrante.;激活 4 个以上出血刀片或出血漩涡技能。;ブリーディングブレードやブリーディングスワールのスキルが4つ以上有効である。;블리딩 블레이드 또는 블리딩 소용돌이 기술을 4개 이상 활성화합니다.;Ter mais de 4 habilidades de Lâminas Sangrentas ou Redemoinho Sangrento activas.;Aktywne więcej niż 4 ostrza krwawiące lub umiejętności wiru krwawiącego.;"У вас активировано более 4 умений ""Кровоточащие лезвия"" или ""Кровоточащий вихрь"".";4'ten fazla kanama bıçağı veya kanama girdabı becerisinin aktif olması.
ACHIEV_SKILL_MELEE_BLEEDING_BURST_DESC;Reach more than 40 condition damage in one run.;Erreiche mehr als 40 Zustandsschaden in einem Durchgang.;Atteindre plus de 40 dégâts de condition en une seule course.;Raggiungere più di 40 danni da condizione in una corsa.;Alcanza más de 40 de daño de condición en una carrera.;在一次运行中达到 40 以上的条件伤害。;1回のプレイで40以上のコンディションダメージを与える。;한 번에 상태 이상 피해 40회 이상 달성.;Atingir mais de 40 de dano de condição em uma corrida.;Osiągnij ponad 40 obrażeń kondycyjnych w jednym przebiegu.;Достигните более 40 единиц условного урона за один заход.;Tek seferde 40'tan fazla koşul hasarına ulaşın.
ACHIEV_SKILL_MELEE_ATK_STONE_BOULDER_DESC;Defeat the endboss in the Stonehold on Map Tier 3 or higher with the Blazebolt weapon equipped;Besiege den Endboss in den Steinhöfen auf Map Stufe 3 oder höher mit der Waffe Blazebolt ausgerüstet.;Vaincre le boss de fin dans la Forteresse de pierre au niveau 3 de la carte ou plus avec l'arme Blazebolt équipée.;Sconfiggete l'endboss nella Stonehold al livello 3 o superiore della mappa con l'arma Blazebolt equipaggiata.;Derrota al jefe final de la Fortaleza de Piedra en el mapa de nivel 3 o superior con el arma Blazebolt equipada.;在地图等级为 3 或更高时，装备烈焰武器，打败石堡中的终结者;マップTier 3以上のストーンホールドにいるエンドボスをBlazebolt武器を装備して倒す;지도 티어 3 이상에서 화염 화살 무기를 장착한 채로 돌 거점에서 최종 우두머리 처치하기;Derrote o endboss na Fortaleza de Pedra no Mapa de Nível 3 ou superior com a arma Blazebolt equipada;Pokonaj bossa końcowego w Kamiennej Twierdzy na poziomie mapy 3 lub wyższym z bronią Blazebolt.;Победите эндбосса в Стоунхолде на карте уровня 3 или выше с оружием Blazebolt;Blazebolt silahı takılıyken Taş Kale'deki son düşmanı Harita Katmanı 3 veya daha yüksek bir seviyede yen
ACHIEV_SKILL_RANGE_ATK_STONE_BOULDER_DESC;Defeat the endboss in the Aureate Dome on Map Tier 4 or higher with Rogue;Besiege den Endboss in der Goldenen Kuppel auf der Map Stufe 4 oder höher mit dem Schurken.;Vaincre le boss de fin dans le Dôme d'Aureate sur la carte de niveau 4 ou plus avec Rogue;Sconfiggere il boss finale nella Cupola Aureata nella mappa di livello 4 o superiore con l'arma Rogue.;Derrota al jefe final de la Cúpula Aureate en el mapa de nivel 4 o superior con el arma Pícaro.;"使用 ""游侠 ""击败地图等级 4 或更高的 ""奥瑞特穹顶 ""中的终结者";マップTier4以上のAureate DomeにいるエンドボスをRogueで倒す;도적 무기를 장착한 채로 지도 티어 4 이상에서 아우레트 돔의 최종 우두머리 처치하기;Derrotar o endboss na Cúpula Aureate no Mapa de Nível 4 ou superior com a arma Rogue;Pokonaj bossa końcowego w Aureate Dome na mapie poziomu 4 lub wyższego, grając Łotrzykiem.;Победите эндбосса в Куполе Ауреаты на карте уровня 4 или выше с помощью Rogue;Aureate Dome'daki son patronu Harita Kademesi 4 veya daha yüksek bir seviyede Rogue ile yen
ACHIEV_SKILL_PERMANENT_GRIM_REAPER_DESC;Complete wave 20 on the Courtyard of Ankerath map with the Frozen Vessel Weapon equipped;Schließe Wave 20 auf der Map Der Hof von Ankerath mit Gefrorenes Gefäß ausgerüstet ab.;Terminez la vague 20 sur la carte Cour d'Ankerath avec l'arme Vaisseau gelé équipée.;Completare l'ondata 20 nella mappa Cortile di Ankerath con l'arma Vascello ghiacciato equipaggiata;Completa la oleada 20 en el mapa Patio de Ankerath con el arma Vasija Helada equipada.;装备冰冻容器武器，完成安克拉特庭院地图第 20 波任务;Ankerath Courtyardマップのwave 20をFrozen Vessel Weaponを装備してクリアする;얼어붙은 선박 무기를 장착하고 안케라스의 안뜰 맵에서 20번 웨이브를 완료하십시오.;Completar a onda 20 no mapa Pátio de Ankerath com a Arma Vaso Congelado equipada;Ukończ falę 20 na mapie Dziedziniec Ankerath z bronią Mroźny Naczynie.;"Завершите 20-ю волну на карте ""Двор Анкерата"" с оружием ""Замороженный сосуд"".";Ankerath Avlusu haritasında 20. dalgayı Donmuş Gemi Silahı kuşanarak tamamla
ACHIEV_SKILL_PET_PERMA_PHOENIX_DESC;Complete wave 20 on the Beach map with the Emerald Staff equipped;Schließe Wave 20 auf der Map Strand mit Smaragdstab ausgerüstet ab.;Terminez la vague 20 sur la carte Plage avec le Bâton d'émeraude équipé.;Completate l'ondata 20 nella mappa Spiaggia con il Bastone di smeraldo equipaggiato.;Completa la oleada 20 en el mapa de la Playa con el Bastón Esmeralda equipado.;在海滩地图中使用绿宝石法杖完成第 20 波攻击;Emerald Staffを装備してBeachマップのwave 20を完了する;에메랄드 지팡이를 장착한 채 해변 지도의 20번 웨이브 완료;Completar a onda 20 no mapa da Praia com o Cajado Esmeralda equipado;Ukończ falę 20 na mapie Plaża z wyposażonym Szmaragdowym Sztabem.;"Завершите 20-ю волну на карте ""Пляж"" с изумрудным посохом.";Zümrüt Asa kuşanarak Kumsal haritasında 20. dalgayı tamamlayın
ACHIEV_SKILL_RANGE_DEATH_BURST_DESC;Reach 50 projectile damage;Erreiche 50 Projektilschaden.;Atteindre 50 points de dégâts de projectiles;Raggiungere 50 danni da proiettile;Alcanza 50 de daño de proyectil;弹射伤害达到 50;投擲ダメージ50達成;투사체 공격력 50 달성;Atingir 50 de dano de projétil;50 pkt. obrażeń od pocisków;Достигните 50 единиц урона от снарядов;50 mermi hasarına ulaş
ACHIEV_SKILL_MELEE_DEATH_BURST_DESC;Reach 50 melee damage;Erreiche 50 Nahkampfschaden.;Atteindre 50 points de dégâts en mêlée;Raggiungere 50 danni da mischia;Alcanza 50 de daño cuerpo a cuerpo;近战伤害达到 50;Meleeダメージ50に到達する;근접 공격 피해 50 달성;Atingir 50 de dano corpo a corpo;50 pkt. obrażeń w walce wręcz;Достичь 50 единиц урона ближнего боя;50 yakın dövüş hasarına ulaş
ACHIEV_SKILL_ATK_REP_RANGE_SWIRL_DESC;Reach 50 projectile spawn angle;Erreiche 50 Projektil-Spawn-Winkel.;Atteindre 50 d'angle d'apparition des projectiles;Raggiungere 50 angoli di lancio dei proiettili;Alcanzar 50 de ángulo de aparición del proyectil;达到50个投射物产卵角度;投擲角度を50にする;투사체 발사 각도 50 달성;Atingir o ângulo de desova de 50 projécteis;Kąt odradzania się pocisków - 50;Достичь 50 угла спавна снарядов;50 mermi ortaya çıkma açısına ulaşın
ACHIEV_SKILL_ATK_REP_RANGE_REVERT_SHOT_DESC;Reach 2 projectile range;Erreiche 2 Projektilreichweite.;Atteindre 2 de portée des projectiles;Raggiungere la portata di 2 proiettili;Alcanzar 2 de alcance de proyectil;达到2个射程;射程距離2;투사체 사거리 2 달성;Alcance de 2 gamas de projécteis;Zasięg 2 pocisków;Достичь 2 дальности полета снаряда;2 mermi menziline ulaşın
ACHIEV_SKILL_PET_SUMMON_BURST_DESC;Reach 30 companion damage ;Erreiche 30 Gefährten-Schaden. ;Atteindre 30 dégâts de compagnon ;Raggiungere 30 danni da compagno ;Alcanzar 30 de daño de compañero ;达到30的同伴伤害 ;コンパニオンダメージ30に到達 ;동료 공격력 30 달성 ;Atingir 30 danos de companheiro ;Osiągnięcie 30 obrażeń od towarzyszy;Достигните 30 единиц урона от компаньонов;30 refakatçi hasarına ulaşın
ACHIEV_SKILL_PET_PERMA_RANGE_DESC;Have 3 companion skills active;Aktiviere 3 Gefährten-Skills.;Avoir 3 compétences de compagnon actives;Avere 3 abilità del compagno attive;Tener activas 3 habilidades de acompañante;激活 3 个同伴技能;コンパニオンのスキルを3つアクティブにする;3개의 동반자 기술 활성화;Ter 3 habilidades de acompanhante activas;Aktywne 3 umiejętności towarzysza;У вас активны 3 умения компаньона;3 refakatçi becerisinin aktif olması
ACHIEV_SKILL_PET_PERMA_MELEE_CHICKEN_DESC;Have 10 companion skills active ;Aktiviere 10 Gefährten-Skills.;Avoir 10 compétences de compagnon actives ;Avere 10 abilità del compagno attive ;Tener 10 habilidades de compañero activas ;拥有10个激活的同伴技能 ;コンパニオンのスキルを10回発動 ;동료 기술 10개 활성화 ;Ter 10 competências companheiras activas ;Aktywnych 10 umiejętności towarzysza;Активируйте 10 навыков компаньона;10 refakatçi becerisinin aktif olması
ACHIEV_SKILL_ATK_REP_RANGE_RANGE_CONSTRUCT_DESC;Complete wave 15 with attack speed below 0.3;Schließe Wave 15 mit einer Angriffsgeschwindigkeit unter 0,3 ab.;Terminer la vague 15 avec une vitesse d'attaque inférieure à 0.3;Completare l'ondata 15 con velocità d'attacco inferiore a 0,3;Completa la oleada 15 con una velocidad de ataque inferior a 0,3;在攻击速度低于0.3的情况下完成第15波攻击;攻撃速度が0.3以下の状態でwave 15を完了する;공격 속도가 0.3 미만인 웨이브 15 완료;Onda 15 completa com velocidade de ataque inferior a 0,3;Ukończ falę 15 z prędkością ataku poniżej 0,3;Завершите волну 15 со скоростью атаки ниже 0,3;15. dalgayı 0,3'ün altında saldırı hızıyla tamamlayın
ACHIEV_SKILL_ATK_REP_MELEE_BOOMERANG_DESC;Complete wave 10 with Ember equipped;Schließe Wave 10 mit Glut ausgerüstet ab.;Terminez la vague 10 avec Ember équipé;Completa l'ondata 10 con Ember equipaggiato;Completa la oleada 10 con Ember equipado;装备微光的情况下完成第10波;Emberを装備してwave 10を完了;엠버를 장착한 상태에서 웨이브 10 완료;Onda 10 completa com Ember equipada;Ukończ falę 10 z wyposażeniem Ember;Завершите волну 10 с экипировкой Эмбер;10. dalgayı Ember donanımıyla tamamlayın
ACHIEV_SKILL_ATK_REP_MELEE_CYCLIC_DESC;Complete wave 10 with Flail equipped;Schließe Wave 10 mit Morgenstern ausgerüstet ab.;Termine la vague 10 avec Fléau équipé;Completare l'ondata 10 con Flail equipaggiato;Completa la oleada 10 con el mayal equipado;完成第10波攻击，并装备了飞刀;フレイル装備でWAVE10をクリア;도리깨를 장착하고 10번 웨이브 완료;Onda 10 completa com o Flail equipado;Ukończ falę 10 z wyposażoną bronią obuchową;Пройдите волну 10 с экипировкой Flail;10. dalgayı Flail kuşanarak tamamla
ACHIEV_SKILL_ATK_REP_MELEE_TREMBLING_GROUND_DESC;Complete wave 15 with Hammer equipped;Schließe Wave 15 mit Hammer ausgerüstet ab.;Termine la vague 15 avec Marteau équipé;Completare l'ondata 15 con Hammer equipaggiato;Completa la oleada 15 con el martillo equipado;装备锤子的情况下完成第15波;ハンマー装備でWAVE15をクリア;망치를 장착하고 15번 웨이브 완료;Onda 15 completa com martelo equipado;Ukończ falę 15 z wyposażonym młotem;Завершите волну 15 с молотом;15. dalgayı Çekiç kuşanarak tamamlayın
ACHIEV_SKILL_ATK_REP_MELEE_MELEE_CONSTRUCT_DESC;Complete wave 10 with attack speed below 0.3 ;Schließe Wave 10 mit einer Angriffsgeschwindigkeit unter 0,3 ab. ;Terminez la vague 10 avec une vitesse d'attaque inférieure à 0,3. ;Completare l'ondata 10 con velocità d'attacco inferiore a 0,3 ;Completa la oleada 10 con una velocidad de ataque inferior a 0,3. ;在攻击速度低于0.3的情况下完成第10波攻击 ;攻撃速度が0.3以下の状態でwave10をクリアした ;공격 속도 0.3 미만으로 웨이브 10 완료 ;Onda 10 completa com velocidade de ataque inferior a 0,3 ;Ukończ falę 10 z prędkością ataku poniżej 0,3;Завершите 10-ю волну со скоростью атаки ниже 0,3;10. dalgayı 0,3'ün altında saldırı hızıyla tamamlayın
ACHIEV_SKILL_MELEE_EFFECT_GLARING_DESC;Unlock 8 maps;Schalte 8 Maps frei.;Débloquer 8 cartes;Sbloccare 8 mappe;Desbloquear 8 mapas;解锁 8 幅地图;8マップのロック解除;8개 지도 잠금 해제;Desbloquear 8 mapas;Odblokuj 8 map;Разблокируйте 8 карт;8 haritanın kilidini aç
ACHIEV_SKILL_MELEE_ATK_SCATTER_DESC;Unlock 14 maps;Schalte 14 Maps frei.;Débloquer 14 cartes;Sbloccare 14 mappe;Desbloquear 14 mapas;解锁 14 张地图;14マップのロック解除;14개 지도 잠금 해제;Desbloquear 14 mapas;Odblokuj 14 map;Разблокируйте 14 карт;14 haritanın kilidini aç
ACHIEV_SKILL_MELEE_ATK_CLASH_OF_STEEL_DESC;Reach attack speed of 1.5 / second at wave 3;Erreiche eine Angriffsgeschwindigkeit von 1,5 / Sekunde bei Wave 3.;Atteindre une vitesse d'attaque de 1,5 / seconde à la vague 3.;Raggiungi una velocità d'attacco di 1,5/secondo all'ondata 3;Alcanza una velocidad de ataque de 1,5 / segundo en la oleada 3;在第3波达到1.5/秒的攻击速度;wave3で攻撃速度1.5/秒を達成する;3번 웨이브에서 공격 속도 초당 1.5에 도달하세요.;Atingir velocidade de ataque de 1,5 / segundo na onda 3;Osiągnięcie prędkości ataku 1,5/s przy fali 3.;Достигните скорости атаки в 1,5 секунды на 3-й волне;Dalga 3'te 1,5 / saniye saldırı hızına ulaşın
ACHIEV_SKILL_MELEE_ATK_PIERCING_BLOW_DESC;Complete wave 20 with Slingshot equipped;Schließe Wave 20 mit Schleuder ausgerüstet ab.;Terminez la vague 20 avec la fronde équipée;Completa l'ondata 20 con la Fionda equipaggiata;Completa la oleada 20 con la honda equipada;装备弹弓的情况下完成第20波;スリングショットを装備してWAVE20をクリア;새총을 장착하고 웨이브 20 완료;Onda 20 completa com Slingshot equipada;Ukończ falę 20 z procą na wyposażeniu;Пройдите волну 20, используя рогатку;20. dalgayı Sapan kuşanarak tamamlayın
