id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr
SKILL_PET_SUMMON_SPIDER_DESC;Summon spider companions on attack for 6 seconds.;Beschwört beim Angriff einen Spinnen-Gefährten für 6 s.;Invoque des compagnons araignées en attaque pendant 6 secondes.;Evoca compagni ragno in attacco per 6 secondi.;Invoca a un compañero araña al atacar durante 6 segundos.;攻击时召唤蜘蛛同伴，持续6秒。;6秒間、攻撃時にスパイダーコンパニオンを召喚する。;공격 시 6초 동안 거미 동료를 소환합니다.;Convocar um companheiro aranha ao ataque durante 6 segundos.;Przywołuje pajęczych towarzyszy podczas ataku na 6 sek.;Призывает пауков-компаньонов для атаки на 6 секунд.;Saldırı sırasında 6 saniyeliğine örümcek yoldaşlar çağırır.
SKILL_PET_SUMMON_WOLF_DESC;Summon a permanent melee wolf companion. ;Beschwört einen permanenten Nahkampf-Wolf-Gefährten. ;Invoque un compagnon loup de mêlée permanent. ;Evoca un compagno lupo da mischia permanente. ;Invoca a un compañero lobo permanente en cuerpo a cuerpo. ;召唤一个永久的近战狼人同伴。;永続的なMeleeWolfコンパニオンを召喚する。;영구적인 근접 늑대 동료를 소환합니다. ;Invocar um companheiro de luta permanente. ;Przywołuje na stałe wilczego towarzysza do walki wręcz.;Призовите постоянного спутника ближнего боя - волка.;Kalıcı bir yakın dövüşçü kurt yoldaşı çağır.
SKILL_PET_SUMMON_RANGE_PET_DESC;Summon a permanent range companion.;Beschwört einen permanenten Fernkampf-Gefährten.;Invoque un compagnon permanent de portée.;Evoca un compagno permanente a distanza.;Invoca a un compañero de alcance permanente.;召唤一个永久的范围同伴。;レンジコンパニオンを召喚する。;영구적인 원거리 동료를 소환합니다.;Invocar um companheiro de alcance permanente.;Przywołanie stałego towarzysza zasięgu.;Призовите постоянного компаньона дальнего боя.;Kalıcı bir menzil arkadaşı çağırın.
SKILL_PET_SUMMON_CHICKEN_DESC;Summon a permanent chicken companion.;Beschwört einen permanenten Huhn-Gefährten.;Invoque un compagnon poulet permanent.;Evoca un compagno pollo permanente.;Invoca un compañero gallina permanente.;召唤一个永久的鸡伙伴。;永続的にニワトリの仲間を召喚する。;영구적인 닭 동료를 소환합니다.;Invocar um companheiro permanente de galinha.;Przywołaj stałego towarzysza w postaci kurczaka.;Призовите постоянную курицу-компаньонку.;Kalıcı bir tavuk arkadaşı çağır.
SKILL_ATK_REP_RANGE_CONSTRUCT_DESC;Your attacks create a range construct instead of attacking directly. The range construct performs 1 range attack each 2 seconds and triggers all On Attack and On Hit Effects like your attacks do. Multiple constructs can be active at a time.;Deine Angriffe erschaffen ein Fernkampf-Konstrukt, anstatt direkt anzugreifen. Dieses führt alle 2 s einen Fernkampf-Angriff aus und löst wie deine Angriffe alle Angriffs- und Treffer-Effekte aus. Es können mehrere Konstrukte gleichzeitig aktiv sein.;Vos attaques créent une construction à distance au lieu d'attaquer directement. La construction à distance effectue 1 attaque à distance toutes les 2 secondes et déclenche tous les effets d'attaque et de toucher comme vos attaques. Plusieurs constructions peuvent être actives à la fois.;I vostri attacchi creano un costrutto a distanza invece di attaccare direttamente. Il costrutto a distanza esegue 1 attacco a distanza ogni 2 secondi e attiva tutti gli effetti di Attacco e Colpo come i vostri attacchi. Possono essere attivi più costrutti alla volta.;Tus ataques crean un constructo de alcance en lugar de atacar directamente. El constructo de alcance realiza 1 ataque de alcance cada 2 segundos y desencadena todos los efectos de Ataque y Golpe como tus ataques. Pueden estar activos varios constructos a la vez.;你的攻击会产生一个范围构造体，而不是直接攻击。这个范围构造体每2秒进行一次范围攻击，并像你的攻击一样触发所有的攻击和命中效果。多个构装体可以同时激活。;あなたの攻撃は直接攻撃するのではなく、範囲構築物を作成する。範囲構築物は2秒ごとに1回の範囲攻撃を行い、あなたの攻撃と同様にすべてのOn AttackとOn Hitの効果を発動する。一度に複数のコンストラクトをアクティブにすることができる。;공격 시 직접 공격하는 대신 범위 구조물을 생성합니다. 범위 생성물은 2초마다 범위 공격을 한 번씩 수행하며, 내 공격과 마찬가지로 모든 공격 시 및 적중 시 효과를 발동합니다. 한 번에 여러 구조물을 활성화할 수 있습니다.;Os seus ataques criam uma construção de alcance em vez de atacar directamente. A construção de alcance executa 1 ataque de alcance a cada 2 segundos e desencadeia todos os efeitos de Ataque e Ataque como os seus ataques fazem. As construções múltiplas podem estar activas de cada vez.;Twoje ataki tworzą konstrukt zasięgowy zamiast atakować bezpośrednio. Konstrukt zasięgowy wykonuje 1 atak zasięgowy co 2 sekundy i uruchamia wszystkie efekty ataku i trafienia, tak jak twoje ataki. Jednocześnie może być aktywnych wiele konstruktów.;Вместо прямой атаки ваши атаки создают конструкцию дальности. Конструкт дальности совершает 1 атаку дальности каждые 2 секунды и применяет все эффекты при атаке и попадании, как и ваши атаки. Одновременно могут быть активны несколько конструктов.;Saldırılarınız doğrudan saldırmak yerine bir menzil yapısı oluşturur. Menzil yapısı her 2 saniyede 1 menzil saldırısı gerçekleştirir ve saldırılarınız gibi tüm Saldırı ve İsabet Etkilerini tetikler. Aynı anda birden fazla yapı etkin olabilir.
SKILL_ATK_REP_TREMBLING_GROUND_DESC;You slam the ground in front of you creating a trembling shockwave traveling away from you. The shockwave is always triggering 3 On Hit Effects. The size of trembling ground is scaling with your AoE size.;Du schlägst auf den Boden vor dir und erzeugst eine bebende Schockwelle, die sich von dir weg bewegt. Diese löst immer 3 Treffer-Effekte aus, anstatt nur einen. Die Größe skaliert mit der AoE-Größe.;Vous frappez le sol devant vous en créant une onde de choc tremblante qui s'éloigne de vous. L'onde de choc déclenche toujours 3 effets au toucher. La taille du sol tremblant est proportionnelle à la taille de votre AoE.;Si sbatte il terreno davanti a sé creando un'onda d'urto tremolante che si allontana da noi. L'onda d'urto innesca sempre 3 effetti di Colpo su Colpo. Le dimensioni del terreno tremante scalano con le dimensioni dell'AoE.;Golpeas el suelo frente a ti creando una temblorosa onda de choque que se aleja de ti. La onda de choque siempre desencadena 3 efectos al golpear. El tamaño del suelo tembloroso aumenta con el tamaño de tu AoE.;你猛击你面前的地面，产生一个颤抖的冲击波，从你身边走过。冲击波总是触发3个一击必杀效果。震动地面的大小与你的AOE大小成正比。;目の前の地面を叩き、震えるような衝撃波を発生させ、自分から遠ざかるように移動します。この衝撃波は常に3つの命中率を上昇させる。震える地面の大きさはあなたのAoEサイズに比例する。;전방의 땅을 내리쳐 떨리는 충격파를 만들어 멀리 날려보냅니다. 충격파는 항상 3개의 적중 이펙트를 발동시킵니다. 떨리는 땅의 크기는 광역 효과 크기에 따라 증가합니다.;Bate o chão à sua frente criando uma onda de choque tremendo que se afasta de si. A onda de choque está sempre a desencadear 3 Efeitos de Ataque. O tamanho do solo trémulo está a escalar com o seu tamanho de AoE.;Uderzasz w ziemię przed sobą, tworząc drżącą falę uderzeniową, która oddala się od ciebie. Fala uderzeniowa zawsze wywołuje 3 efekty przy trafieniu. Rozmiar drżącej ziemi skaluje się wraz z rozmiarem zasięgu obszarowego.;Вы ударяете по земле перед собой, создавая дрожащую ударную волну, уходящую от вас. Ударная волна всегда вызывает 3 эффекта при попадании. Размер дрожащей земли зависит от размера вашего АоЕ.;Önünüzdeki zemine çarparak sizden uzaklaşan titrek bir şok dalgası yaratırsınız. Şok dalgası her zaman 3 İsabet Etkisi tetikler. Titreyen zeminin boyutu, etki alanı boyutunuzla ölçeklenir.
SKILL_ATK_REP_MELEE_CONSTRUCT_DESC;Your attacks create a melee construct instead of attacking directly. The melee construct performs 1 melee attack each 2 seconds and triggers all On Attack and On Hit Effects like your attacks do. Multiple constructs can be active at a time.;Deine Angriffe erschaffen ein Nahkampf-Konstrukt, anstatt direkt anzugreifen. Dieses führt alle 2 s einen Nahkampf-Angriff aus und löst wie deine Angriffe alle Angriffs- und Treffer-Effekte aus. Es können mehrere Konstrukte gleichzeitig aktiv sein.;Vos attaques créent une construction de mêlée au lieu d'attaquer directement. La construction de mêlée effectue 1 attaque de mêlée toutes les 2 secondes et déclenche tous les effets sur attaque et sur coup comme le font vos attaques. Plusieurs constructions peuvent être actives à la fois.;I vostri attacchi creano un costrutto da mischia invece di attaccare direttamente. Il costrutto da mischia esegue 1 attacco da mischia ogni 2 secondi e attiva tutti gli effetti di Attacco e Colpo come i vostri attacchi. Possono essere attivi più costrutti alla volta.;Tus ataques crean un constructo cuerpo a cuerpo en lugar de atacar directamente. El constructo cuerpo a cuerpo realiza 1 ataque cuerpo a cuerpo cada 2 segundos y desencadena todos los Efectos al Ataque y al Golpe como lo hacen tus ataques. Varios constructos pueden estar activos a la vez.;你的攻击创造了一个近战构装体，而不是直接攻击。近战构装体每2秒进行一次近战攻击，并像你的攻击一样触发所有攻击和命中效果。一次可以有多个构装体处于活动状态。;あなたの攻撃は直接攻撃する代わりにMeleeの構成体を作り出す。Meleeコンストラクトは2秒毎に1回のMelee攻撃を行い、あなたの攻撃と同様に全てのOn AttackとOn Hitの効果を発動する。一度に複数のコンストラクトをアクティブにすることができる。;공격은 직접 공격하는 대신 근접 구조물을 생성합니다. 근접 구조물은 2초마다 근접 공격을 한 번씩 수행하며, 공격과 마찬가지로 모든 공격 시 효과와 적중 시 효과를 발동합니다. 한 번에 여러 구조물을 활성화할 수 있습니다.;Os seus ataques criam uma construção de corpo-a-corpo em vez de atacarem directamente. A construção corpo-a-corpo realiza 1 ataque corpo-a-corpo a cada 2 segundos e desencadeia todos os Efeitos de Ataque e de Ataque como os teus ataques fazem. As construções múltiplas podem estar activas de cada vez.;Twoje ataki tworzą konstrukt walczący wręcz zamiast atakować bezpośrednio. Konstrukt wykonuje 1 atak w walce wręcz co 2 sekundy i uruchamia wszystkie efekty ataku i trafienia, tak jak twoje ataki. Jednocześnie może być aktywnych kilka konstruktów.;Ваши атаки создают конструкта ближнего боя вместо того, чтобы атаковать напрямую. Конструкт ближнего боя совершает 1 атаку ближнего боя каждые 2 секунды и применяет все эффекты при атаке и попадании, как и ваши атаки. Одновременно могут быть активны несколько конструктов.;Saldırılarınız, doğrudan saldırmak yerine bir yakın dövüş yapısı oluşturur. Yakın dövüş kurgusu her 2 saniyede 1 yakın dövüş saldırısı gerçekleştirir ve sizin saldırılarınız gibi tüm Saldırı ve İsabet Etkilerini tetikler. Aynı anda birden fazla yapı etkin olabilir.
SKILL_ATK_DOUBLE_HIT_DESC;You deal an additional melee hit. Damage scales with your melee damage. The attack size scales with your AoE size.;Du verursachst einen zusätzlichen Nahkampf-Treffer. Der Schaden skaliert mit deinem Nahkampfschaden. Die Angriffsgröße skaliert mit der AoE-Größe.;Vous infligez une touche de mêlée supplémentaire. Les dégâts sont proportionnels à vos dégâts de mêlée. La taille de l'attaque correspond à la taille de votre AoE.;Si infligge un colpo in mischia aggiuntivo. I danni scalano con i danni in mischia. La dimensione dell'attacco varia in base alla dimensione dell'AoE.;Infliges un golpe adicional en el cuerpo a cuerpo. El daño se escala con tu daño cuerpo a cuerpo. El tamaño del ataque escala con el tamaño de tu AoE.;你会造成一次额外的近战攻击。伤害与你的近战伤害成比例。攻击大小与你的AOE大小成正比。;あなたはさらに1回の近接攻撃を行う。ダメージはあなたのMeleeダメージに比例する。攻撃サイズはあなたのAoEサイズに比例する。;근접 공격이 추가로 적중합니다. 피해량은 근접 공격력에 따라 증가합니다. 공격 크기가 광역 공격 크기에 따라 증가합니다.;Lidam com um ataque corpo a corpo adicional. Escalas de danos com os teus danos corpo-a-corpo. A escala de tamanho de ataque com o teu tamanho de AoE.;Zadajesz dodatkowe obrażenia w walce wręcz. Obrażenia skalują się wraz z obrażeniami zadawanymi w walce wręcz. Rozmiar ataku skaluje się wraz z rozmiarem obszaru działania.;Вы наносите дополнительный удар в ближнем бою. Урон зависит от вашего урона в ближнем бою. Размер атаки зависит от размера вашего АоЕ.;Ek bir yakın dövüş vuruşu yaparsın. Hasar, yakın dövüş hasarınızla ölçeklenir. Saldırı boyutu, etki alanı boyutunuzla ölçeklenir.
SKILL_HIT_METAL_SCATTER_DESC;Your hits create 2 molten metal projectiles.;Deine Treffer erzeugen 2 geschmolzene Metallgeschosse.;Vos frappes créent 2 projectiles en métal fondu.;I tuoi colpi creano 2 proiettili di metallo fuso.;Tus golpes crean 2 proyectiles de metal fundido.;你的命中创造2个熔融金属投射物。;あなたのヒットで2つの溶けた金属の弾が作成されます。;당신의 타격은 2개의 녹은 금속 투사체를 생성합니다.;Seus acertos criam 2 projéteis de metal fundido.;Twoje trafienia tworzą 2 pociski z roztopionego metalu.;Ваши удары создают 2 снаряда из расплавленного металла.;Vuruşlarınız 2 sıvı metal mermisi yaratır.
SKILL_EFFECT_GLARING_DESC;Your attacks cast a glaring light. Lasting 2s damaging surrounding enemies. Cost are applied each second. Area scales with AoE size. ;Deine Angriffe erzeugen ein Gleißendes Licht. Hält 2 s an und fügt umstehenden Gegnern Schaden zu. Die Kosten werden jede Sekunde angewendet. Der Bereich skaliert mit der AoE-Größe. ;Vos attaques projettent une lumière éblouissante. Elle dure 2s et endommage les ennemis environnants. Les coûts sont appliqués chaque seconde. La zone est proportionnelle à la taille de l'AoE. ;I tuoi attacchi proiettano una luce abbagliante. Dura 2 secondi e danneggia i nemici circostanti. I costi vengono applicati ogni secondo. L'area varia in base alla dimensione AoE. ;Tus ataques proyectan una luz deslumbrante. Dura 2s dañando a los enemigos circundantes. El coste se aplica cada segundo. El área escala con el tamaño del AoE. ;你的攻击会发出耀眼的光芒。持续2秒，对周围的敌人造成伤害。每一秒都要付出代价。区域随AOE大小而变化。;あなたの攻撃はまぶしい光を放つ。2秒間、周囲の敵にダメージを与える。毎秒コストがかかる。範囲はAoEサイズに比例する。;공격 시 눈부신 빛을 발산합니다. 2초 동안 지속되며 주변 적에게 피해를 줍니다. 비용은 매초 적용됩니다. 범위가 범위 크기에 따라 확장됩니다. ;Os vossos ataques lançam uma luz ofuscante. 2s duradouros danificam os inimigos circundantes. O custo é aplicado a cada segundo. Escalas de área com o tamanho de AoE. ;Twoje ataki rzucają rażące światło. Przez 2 sek. zadaje obrażenia okolicznym wrogom. Koszt jest naliczany co sekundę. Obszar skaluje się wraz z rozmiarem AoE.;Ваши атаки отбрасывают яркий свет. В течение 2 с наносят урон окружающим врагам. Стоимость наносится каждую секунду. Область действия зависит от размера АоЕ.;Saldırıların göz kamaştırıcı bir ışık saçar. 2 saniye sürer ve çevredeki düşmanlara zarar verir. Maliyet her saniye uygulanır. Alan AoE boyutuyla ölçeklenir.
SKILL_ATK_METAL_SCATTER_DESC;Your attacks create 2 molten metal projectiles.;Deine Angriffe erzeugen 2 geschmolzene Metallgeschosse.;Vos attaques créent 2 projectiles en métal fondu.;I tuoi attacchi creano 2 proiettili di metallo fuso.;Tus ataques crean 2 proyectiles de metal fundido.;你的攻击创造2个熔融金属投射物。;あなたの攻撃で2つの溶けた金属の弾が作成されます。;당신의 공격은 2개의 녹은 금속 투사체를 생성합니다.;Seus ataques criam 2 projéteis de metal fundido.;Twoje ataki tworzą 2 pociski z roztopionego metalu.;Ваши атаки создают 2 снаряда из расплавленного металла.;Saldırılarınızdaki her vuruş 2 sıvı metal mermisi yaratır.
SKILL_ATK_CLASH_OF_STEEL_DESC;Your attacks have a chance to create blades which cut through your surrondings. Damage is scaling with your melee damage and with skill stacks. Area scales with AoE size. ;Deine Angriffe haben eine Chance, Klingen zu erzeugen, die sich durch deine Umgebung schneiden. Der Schaden skaliert mit deinem Nahkampfschaden und mit Skill-Stacks. Der Bereich skaliert mit der AoE-Größe. ;Vos attaques ont une chance de créer des lames qui transpercent votre entourage. Les dégâts sont proportionnels à vos dégâts de mêlée et aux empilements de compétences. La zone est proportionnelle à la taille de l'AoE. ;I tuoi attacchi hanno la possibilità di creare lame che tagliano l'ambiente circostante. I danni scalano con i danni in mischia e con le pile di abilità. L'area scala con le dimensioni dell'AoE. ;Tus ataques tienen la posibilidad de crear cuchillas que cortan tu entorno. El daño se escala con tu daño cuerpo a cuerpo y con las acumulaciones de la habilidad. El área escala con el tamaño del AoE. ;你的攻击有机会创造出切割你周围环境的刀片。伤害与你的近战伤害和技能叠加成比例。区域与AOE大小成正比。;攻撃は確率で周囲を切り裂くブレードを生成する。ダメージは自分のMeleeダメージとスキルのスタックに比例する。範囲はAoEサイズに比例する。;공격 시 일정 확률로 칼날이 생성되어 주변을 관통합니다. 피해량은 근접 공격력과 스킬 중첩에 따라 증가합니다. 범위는 광역 공격의 크기에 따라 확장됩니다. ;Os teus ataques têm a oportunidade de criar lâminas que cortam as tuas saliências. Os danos são escalonados com os teus danos de corpo-a-corpo e com pilhas de perícia. Escalas de área com tamanho de AoE. ;Twoje ataki mogą tworzyć ostrza, które przecinają otoczenie. Obrażenia skalują się wraz z obrażeniami zadawanymi w walce wręcz i kumulacją umiejętności. Obszar skaluje się wraz z rozmiarem AoE.;Ваши атаки имеют шанс создать лезвия, рассекающие окружающее пространство. Урон зависит от вашего урона в ближнем бою и от стаков умений. Область действия зависит от размера АоЕ.;Saldırılarınızın çevrenizi kesen bıçaklar yaratma şansı vardır. Hasar, yakın dövüş hasarınız ve beceri yüklerinizle ölçeklenir. Alan AoE boyutu ile ölçeklenir.
SKILL_HIT_CLASH_OF_STEEL_DESC;Your attacks have a chance to create blades which cut through your surrondings. Damage is scaling with your melee damage and with skill stacks. Area scales with AoE size. ;Deine Angriffe haben eine Chance, Klingen zu erzeugen, die sich durch deine Umgebung schneiden. Der Schaden skaliert mit deinem Nahkampfschaden und mit Skill-Stacks. Der Bereich skaliert mit der AoE-Größe. ;Vos attaques ont une chance de créer des lames qui transpercent votre entourage. Les dégâts sont proportionnels aux dégâts que vous infligez en mêlée et aux cumuls de compétences. La zone s'adapte à la taille de l'AoE. ;Gli attacchi hanno la possibilità di creare lame che tagliano i dintorni. I danni scalano con i danni in mischia e con le pile di abilità. L'area scala con le dimensioni dell'AoE. ;Tus ataques tienen una probabilidad de crear cuchillas que cortan tu entorno. El daño varía en función de tu daño cuerpo a cuerpo y de las acumulaciones de habilidades. El área escala con el tamaño del AoE. ;你的攻击有几率产生切割你周围环境的刀片。伤害与你的近战伤害和技能叠加成比例。区域随AOE大小而变化。;攻撃時に周囲を切り裂く刃を生成するチャンスがある。ダメージはMeleeダメージとスキルスタックに比例する。エリアはAoEの大きさに応じて変化する。;공격 시 일정 확률로 주변을 가르는 칼날을 생성합니다. 피해량은 근접 피해와 스킬 중첩에 따라 증가합니다. 범위는 광역 공격의 크기에 따라 확장됩니다. ;Os teus ataques têm a oportunidade de criar lâminas que cortam através das tuas sobreposições. O dano é a escalada com os seus danos corpo-a-corpo e com pilhas de perícia. Escalas de área com tamanho de AoE. ;Twoje ataki mogą tworzyć ostrza, które przecinają otoczenie. Obrażenia skalują się wraz z obrażeniami zadawanymi w walce wręcz i kumulacją umiejętności. Obszar skaluje się wraz z rozmiarem AoE.;Ваши атаки имеют шанс создать лезвия, рассекающие окружающее пространство. Урон зависит от вашего урона в ближнем бою и от стаков умений. Область действия зависит от размера АоЕ.;Saldırılarınızın çevrenizi kesen bıçaklar yaratma şansı vardır. Hasar, yakın dövüş hasarınız ve beceri yüklerinizle ölçeklenir. Alan AoE boyutu ile ölçeklenir.
SKILL_ATK_PIERCING_BLOW_DESC;Your attacks have a chance to create a piercing blow which pierces through all enemies in the attack direction. Damage scales with your melee damage.;Deine Angriffe haben eine Chance, einen durchdringenden Schlag zu erzeugen, der alle Gegner in Angriffsrichtung durchdringt. Der Schaden skaliert mit deinem Nahkampfschaden.;Vos attaques ont une chance de créer un coup perçant qui transperce tous les ennemis dans la direction de l'attaque. Les dégâts sont proportionnels à vos dégâts de mêlée.;I vostri attacchi hanno la possibilità di creare un colpo penetrante che attraversa tutti i nemici nella direzione dell'attacco. I danni aumentano in base ai danni in mischia.;Tus ataques tienen una probabilidad de crear un golpe penetrante que atraviesa a todos los enemigos en la dirección del ataque. El daño se ajusta a tu daño cuerpo a cuerpo.;你的攻击有几率产生穿透性打击，穿透攻击方向上的所有敌人。伤害与你的近战伤害成正比。;攻撃方向にいる全ての敵を貫通する貫通弾を生成するチャンスがある。ダメージはMeleeダメージに比例する。;공격 시 일정 확률로 공격 방향에 있는 모든 적을 관통하는 관통 검을 생성합니다. 피해량은 근접 공격력에 따라 증가합니다.;Os teus ataques têm a oportunidade de criar um golpe perfurante que perfura todos os inimigos na direcção do ataque. Escalas de danos com o seu dano corpo-a-corpo.;Twoje ataki mają szansę stworzyć przeszywający cios, który przebije wszystkich wrogów w kierunku ataku. Obrażenia skalują się wraz z obrażeniami zadawanymi w walce wręcz.;Ваши атаки имеют шанс нанести колющий удар, который пронзает всех врагов в направлении атаки. Урон зависит от вашего урона в ближнем бою.;Saldırılarınız, saldırı yönündeki tüm düşmanları delip geçen delici bir darbe yaratma şansına sahiptir. Hasar, yakın dövüş hasarınızla ölçeklenir.
SKILL_ATK_WIND_SHOCK_DESC;Your attacks have a chance to create a wind shock which knocks back all enemies in front of you. Damage is scaling with your melee damage and with skill stacks. Wind Shock size scales with AoE size.;Deine Angriffe haben eine Chance, einen Windstoß zu erzeugen, der alle Gegner vor dir zurückwirft. Der Schaden skaliert mit deinem Nahkampfschaden und mit Skill-Stacks. Die Größe skaliert mit der AoE-Größe.;Vos attaques ont une chance de créer un choc de vent qui renverse tous les ennemis en face de vous. Les dégâts sont proportionnels à vos dégâts de mêlée et aux empilements de compétences. La taille du Choc du vent est proportionnelle à la taille de l'AoE.;I vostri attacchi hanno la possibilità di creare un colpo di vento che fa indietreggiare tutti i nemici di fronte a voi. I danni scalano con i danni in mischia e con le pile di abilità. La dimensione della scossa di vento varia in base alla dimensione dell'AoE.;Tus ataques tienen una probabilidad de crear un golpe de viento que hace retroceder a todos los enemigos delante de ti. El daño se escala con tu daño cuerpo a cuerpo y con las acumulaciones de la habilidad. El tamaño de la descarga de viento varía según el tamaño del AoE.;你的攻击有几率产生风击，将你面前的所有敌人击退。伤害与你的近战伤害和技能叠加成比例。风冲击的大小与AOE大小成比例。;あなたの攻撃は、あなたの前方にいる全ての敵をノックバックさせる風衝撃を発生させるチャンスがある。ダメージはMeleeダメージとスキルのスタックに比例する。風の衝撃の大きさはAoEの大きさに比例する。;공격 시 일정 확률로 바람 충격을 일으켜 전방의 모든 적을 뒤로 밀쳐냅니다. 피해량은 근접 공격력과 스킬 중첩에 따라 증가합니다. 바람 충격의 크기는 광역 공격의 크기에 따라 증가합니다.;Os seus ataques têm a oportunidade de criar um choque de vento que derruba todos os inimigos à sua frente. Os danos são escalonados com os seus danos corpo-a-corpo e com pilhas de perícia. Escalas de tamanho de Choque de Vento com tamanho de AoE.;Twoje ataki mają szansę wywołać uderzenie wiatru, które odrzuci wszystkich wrogów przed tobą. Obrażenia skalują się wraz z obrażeniami zadawanymi w walce wręcz i kumulacją umiejętności. Rozmiar Porażenia Wiatrem skaluje się wraz z rozmiarem zasięgu.;Ваши атаки имеют шанс создать удар ветра, который отбрасывает назад всех врагов перед вами. Урон масштабируется с вашим уроном в ближнем бою и со стаками умений. Размер ветрового шока зависит от размера зоны поражения.;Saldırılarınız, önünüzdeki tüm düşmanları geri savuran bir rüzgar şoku yaratma şansına sahiptir. Hasar, yakın dövüş hasarınız ve beceri yüklerinizle ölçeklenir. Rüzgâr Şoku boyutu, etki alanı boyutuyla ölçeklenir.
SKILL_HIT_WIND_SHOCK_DESC;Your attacks have a chance to create a wind shock which knocks back all enemies in front of you. Damage is scaling with your melee damage and with skill stacks. Wind Shock size scales with AoE size.;Deine Angriffe haben eine Chance, einen Windstoß zu erzeugen, der alle Gegner vor dir zurückwirft. Der Schaden skaliert mit deinem Nahkampfschaden und mit Skill-Stacks. Die Größe skaliert mit der AoE-Größe.;Vos attaques ont une chance de créer un choc éolien qui renverse tous les ennemis en face de vous. Les dégâts sont proportionnels à vos dégâts de mêlée et aux empilements de compétences. La taille du Choc du vent varie en fonction de la taille de l'AoE.;I vostri attacchi hanno la possibilità di creare una scossa di vento che fa indietreggiare tutti i nemici di fronte a voi. I danni scalano con i danni in mischia e con le pile di abilità. La dimensione di Scossa di vento varia in base alla dimensione dell'AoE.;Tus ataques tienen una probabilidad de crear una descarga de viento que hace retroceder a todos los enemigos que tengas delante. El daño se escala con tu daño cuerpo a cuerpo y con las acumulaciones de la habilidad. El tamaño de Choque de viento varía con el tamaño de AoE.;你的攻击有一定几率产生风击，将你面前的所有敌人击退。伤害与你的近战伤害和技能叠加成比例。风冲击的大小与AOE大小成比例。;あなたの攻撃はあなたの前にいる全ての敵をノックバックさせる風衝撃を発生させる確率がある。ダメージはMeleeダメージとスキルのスタック数で変化する。風の衝撃の大きさはAoEの大きさに比例する。;공격 시 일정 확률로 바람 충격을 일으켜 전방의 모든 적을 뒤로 밀쳐냅니다. 피해량은 근접 공격력과 스킬 중첩에 따라 증가합니다. 바람 충격의 크기는 범위 효과의 크기에 따라 증가합니다.;Os teus ataques têm a oportunidade de criar um choque de vento que faz recuar todos os inimigos à tua frente. O dano é escalada com o teu dano corpo-a-corpo e com pilhas de perícia. Escalas de tamanho de Choque de Vento com tamanho de AoE.;Twoje ataki mają szansę wywołać uderzenie wiatru, które odrzuci wszystkich wrogów przed tobą. Obrażenia skalują się wraz z obrażeniami zadawanymi w walce wręcz i kumulacją umiejętności. Rozmiar Porażenia Wiatrem skaluje się wraz z rozmiarem zasięgu.;Ваши атаки имеют шанс создать удар ветра, который отбрасывает назад всех врагов перед вами. Урон масштабируется с вашим уроном в ближнем бою и со стаками умений. Размер ветряного шока зависит от размера АоЕ.;Saldırılarınız, önünüzdeki tüm düşmanları geri savuran bir rüzgar şoku yaratma şansına sahiptir. Hasar, yakın dövüş hasarınız ve beceri yüklerinizle ölçeklenir. Rüzgâr Şoku boyutu, etki alanı boyutuyla ölçeklenir.
